type,title,time
Cancer,Cancer_skin,2017-08-03T14:15
Cancer,Cancer_liver,2019-02-27T11:58
Cancer,Cancer_bone,2017-12-27T23:51
Cancer,Cancer_skin,2018-05-28T21:38
Cancer,Cancer_skin,2017-04-21T06:42
Cancer,Cancer_oral,2017-11-30T13:44
Cancer,Cancer_pancreas,2017-03-03T22:12
Cancer,Cancer_breast,2019-07-30T18:29
Cancer,Cancer_lung,2018-09-16T07:10
Cancer,Cancer_skin,2019-03-03T23:17
Cancer,Cancer_bone,2017-08-17T16:40
Cancer,Cancer_stomach,2017-05-15T13:17
Cancer,Cancer_stomach,2017-09-03T09:13
Cancer,Cancer_lung,2018-03-03T12:15
Cancer,Cancer_throat,2018-06-07T04:59
Cancer,Cancer_intestinal,2018-01-01T02:23
Cancer,Cancer_intestinal,2017-01-10T08:01
Cancer,Cancer_skin,2017-06-11T03:04
Cancer,Cancer_lung,2018-08-06T11:33
Cancer,Cancer_breast,2019-04-18T05:25
Cancer,Cancer_brain,2019-03-15T20:32
Cancer,Cancer_stomach,2018-03-14T08:19
Cancer,Cancer_skin,2017-06-08T11:43
Cancer,Cancer_bone,2017-08-25T19:47
Cancer,Cancer_oral,2017-11-25T21:33
Cancer,Cancer_stomach,2018-06-22T01:46
Cancer,Cancer_bone,2017-08-09T11:10
Cancer,Cancer_bone,2017-01-29T17:57
Cancer,Cancer_breast,2017-04-16T02:03
Cancer,Cancer_intestinal,2017-03-27T02:19
Cancer,Cancer_liver,2018-02-23T09:07
Cancer,Cancer_breast,2017-02-01T05:14
Cancer,Cancer_stomach,2019-04-11T22:03
Cancer,Cancer_breast,2017-03-06T12:47
Cancer,Cancer_intestinal,2017-10-28T10:52
Cancer,Cancer_oral,2019-03-28T21:31
Cancer,Cancer_pancreas,2019-03-03T06:23
Cancer,Cancer_liver,2017-11-12T19:36
Cancer,Cancer_pancreas,2017-08-29T04:11
Cancer,Cancer_throat,2018-03-26T09:57
Cancer,Cancer_bone,2017-07-24T02:26
Cancer,Cancer_liver,2019-01-18T16:32
Cancer,Cancer_oral,2019-06-13T17:08
Cancer,Cancer_liver,2019-06-20T16:44
Cancer,Cancer_liver,2017-11-12T06:14
Cancer,Cancer_skin,2017-05-05T12:29
Cancer,Cancer_lung,2019-01-24T17:55
Cancer,Cancer_stomach,2017-06-03T15:54
Cancer,Cancer_oral,2019-05-02T06:32
Cancer,Cancer_breast,2018-05-01T22:30
Cancer,Cancer_intestinal,2019-05-25T16:40
Cancer,Cancer_oral,2017-03-30T20:59
Cancer,Cancer_bone,2017-12-14T22:11
Cancer,Cancer_bone,2017-10-25T04:39
Cancer,Cancer_intestinal,2017-08-17T16:13
Cancer,Cancer_throat,2018-05-20T13:49
Cancer,Cancer_breast,2017-04-20T16:44
Cancer,Cancer_bone,2019-07-18T04:46
Cancer,Cancer_throat,2017-08-01T08:16
Cancer,Cancer_breast,2019-03-24T21:54
Cancer,Cancer_brain,2019-04-07T18:52
Cancer,Cancer_skin,2017-08-27T18:55
Cancer,Cancer_brain,2017-12-08T14:52
Cancer,Cancer_breast,2019-02-05T07:43
Cancer,Cancer_pancreas,2019-05-10T01:24
Cancer,Cancer_liver,2019-05-29T13:21
Cancer,Cancer_intestinal,2018-10-20T05:47
Cancer,Cancer_throat,2018-10-26T22:30
Cancer,Cancer_lung,2018-12-03T20:59
Cancer,Cancer_bone,2019-06-25T04:30
Cancer,Cancer_breast,2018-11-29T07:31
Cancer,Cancer_throat,2017-09-05T06:04
Cancer,Cancer_intestinal,2018-05-18T14:58
Cancer,Cancer_brain,2017-12-28T02:16
Cancer,Cancer_brain,2017-08-13T09:33
Cancer,Cancer_breast,2017-08-23T13:42
Cancer,Cancer_oral,2017-09-30T20:30
Cancer,Cancer_brain,2019-04-18T16:40
Cancer,Cancer_liver,2017-04-18T23:25
Cancer,Cancer_bone,2018-07-12T16:10
Cancer,Cancer_brain,2018-03-29T08:39
Cancer,Cancer_liver,2018-03-14T21:54
Cancer,Cancer_throat,2017-11-07T04:03
Cancer,Cancer_bone,2017-12-11T21:51
Cancer,Cancer_brain,2017-07-01T07:23
Cancer,Cancer_intestinal,2019-02-10T21:51
Cancer,Cancer_skin,2018-08-09T00:09
Cancer,Cancer_lung,2017-03-03T22:27
Cancer,Cancer_oral,2017-07-01T06:14
Cancer,Cancer_liver,2017-05-22T05:45
Cancer,Cancer_lung,2019-02-09T06:31
Cancer,Cancer_breast,2018-02-13T13:57
Cancer,Cancer_pancreas,2018-01-23T04:37
Cancer,Cancer_bone,2019-01-25T02:37
Cancer,Cancer_brain,2018-05-30T17:57
Cancer,Cancer_lung,2018-03-18T10:35
Cancer,Cancer_brain,2019-01-16T02:18
Cancer,Cancer_skin,2019-04-07T00:19
Cancer,Cancer_breast,2017-12-13T07:54
Cancer,Cancer_oral,2019-01-22T10:14
Cancer,Cancer_liver,2018-06-24T16:15
Cancer,Cancer_brain,2017-12-08T22:37
Cancer,Cancer_breast,2018-04-24T19:28
Cancer,Cancer_liver,2017-03-30T08:38
Cancer,Cancer_oral,2019-07-11T15:36
Cancer,Cancer_brain,2017-07-20T15:07
Cancer,Cancer_pancreas,2019-01-02T11:33
Cancer,Cancer_oral,2019-06-12T14:37
Cancer,Cancer_lung,2019-02-15T20:46
Cancer,Cancer_breast,2018-02-12T06:59
Cancer,Cancer_bone,2017-06-23T09:21
Cancer,Cancer_intestinal,2017-09-20T20:45
Cancer,Cancer_skin,2018-11-26T23:22
Cancer,Cancer_pancreas,2018-12-23T08:28
Cancer,Cancer_pancreas,2019-04-09T06:44
Cancer,Cancer_oral,2019-06-29T09:45
Cancer,Cancer_skin,2018-11-04T14:57
Cancer,Cancer_bone,2019-06-06T14:06
Cancer,Cancer_intestinal,2019-01-25T19:34
Cancer,Cancer_stomach,2019-04-20T19:22
Cancer,Cancer_bone,2018-06-26T07:25
Cancer,Cancer_intestinal,2017-12-06T11:22
Cancer,Cancer_liver,2018-02-16T18:16
Cancer,Cancer_liver,2018-07-14T04:56
Cancer,Cancer_intestinal,2017-01-26T19:59
Cancer,Cancer_lung,2017-01-15T09:47
Cancer,Cancer_throat,2018-11-03T11:03
Cancer,Cancer_pancreas,2019-05-30T04:13
Cancer,Cancer_liver,2018-08-23T11:55
Cancer,Cancer_liver,2019-06-25T08:33
Cancer,Cancer_intestinal,2019-07-26T09:23
Cancer,Cancer_stomach,2017-07-15T11:49
Cancer,Cancer_breast,2018-11-17T03:34
Cancer,Cancer_intestinal,2018-08-14T19:51
Cancer,Cancer_throat,2017-05-25T19:06
Cancer,Cancer_bone,2019-05-03T05:38
Cancer,Cancer_lung,2017-09-24T03:32
Cancer,Cancer_liver,2017-09-05T23:16
Cancer,Cancer_throat,2019-04-20T06:31
Cancer,Cancer_intestinal,2017-09-29T10:42
Cancer,Cancer_pancreas,2018-01-27T02:28
Cancer,Cancer_intestinal,2017-06-22T14:09
Cancer,Cancer_bone,2019-03-11T06:55
Cancer,Cancer_lung,2019-03-30T07:25
Cancer,Cancer_pancreas,2018-01-10T13:33
Cancer,Cancer_lung,2018-06-12T16:19
Cancer,Cancer_brain,2019-04-01T21:14
Cancer,Cancer_intestinal,2018-06-23T18:28
Cancer,Cancer_breast,2017-07-28T15:15
Cancer,Cancer_bone,2019-09-18T06:13
Cancer,Cancer_liver,2018-04-02T11:32
Cancer,Cancer_pancreas,2017-08-27T02:24
Cancer,Cancer_oral,2017-05-17T22:32
Cancer,Cancer_brain,2017-12-14T04:24
Cancer,Cancer_skin,2017-08-10T22:33
Cancer,Cancer_skin,2018-09-22T22:25
Cancer,Cancer_lung,2018-08-25T05:38
Cancer,Cancer_lung,2018-07-01T01:45
Cancer,Cancer_brain,2018-06-11T14:15
Cancer,Cancer_stomach,2018-05-22T11:37
Cancer,Cancer_intestinal,2019-02-18T03:16
Cancer,Cancer_bone,2019-01-18T14:41
Cancer,Cancer_lung,2017-07-10T14:41
Cancer,Cancer_breast,2017-08-09T04:00
Cancer,Cancer_bone,2019-03-28T21:21
Cancer,Cancer_lung,2017-04-30T20:52
Cancer,Cancer_breast,2018-07-06T17:32
Cancer,Cancer_stomach,2019-03-06T08:04
Cancer,Cancer_throat,2018-12-13T15:02
Cancer,Cancer_oral,2018-11-15T14:25
Cancer,Cancer_stomach,2018-06-25T19:41
Cancer,Cancer_stomach,2017-03-11T10:11
Cancer,Cancer_lung,2017-06-01T16:36
Cancer,Cancer_stomach,2018-05-26T13:34
Cancer,Cancer_skin,2018-03-13T11:32
Cancer,Cancer_oral,2017-02-09T12:14
Cancer,Cancer_pancreas,2019-06-25T05:23
Cancer,Cancer_throat,2018-01-04T10:46
Cancer,Cancer_intestinal,2018-07-13T03:17
Cancer,Cancer_lung,2018-09-24T10:46
Cancer,Cancer_bone,2017-07-05T14:44
Cancer,Cancer_bone,2017-05-23T03:02
Cancer,Cancer_breast,2018-12-14T17:08
Cancer,Cancer_intestinal,2017-11-25T04:42
Cancer,Cancer_lung,2017-07-14T18:04
Cancer,Cancer_lung,2018-10-02T10:02
Cancer,Cancer_bone,2019-01-25T14:11
Cancer,Cancer_liver,2017-07-15T08:30
Cancer,Cancer_breast,2018-06-22T06:58
Cancer,Cancer_oral,2019-09-11T00:32
Cancer,Cancer_liver,2018-01-17T13:49
Cancer,Cancer_throat,2018-01-02T09:05
Cancer,Cancer_intestinal,2017-08-05T16:17
Cancer,Cancer_oral,2019-06-10T00:35
Cancer,Cancer_stomach,2019-06-07T16:42
Cancer,Cancer_stomach,2017-09-12T05:24
Cancer,Cancer_breast,2019-03-21T17:32
Cancer,Cancer_intestinal,2017-03-25T13:16
Cancer,Cancer_breast,2017-10-13T01:40
Cancer,Cancer_stomach,2017-04-27T07:07
Cancer,Cancer_brain,2018-07-25T09:35
Cancer,Cancer_liver,2019-06-14T00:27
Cancer,Cancer_oral,2019-07-07T14:35
Cancer,Cancer_brain,2019-03-05T10:49
Cancer,Cancer_bone,2019-05-22T09:42
Cancer,Cancer_skin,2018-01-22T15:20
Cancer,Cancer_oral,2018-07-24T12:51
Cancer,Cancer_oral,2018-08-17T07:16
Cancer,Cancer_lung,2019-04-13T17:34
Cancer,Cancer_oral,2018-07-01T05:43
Cancer,Cancer_brain,2018-08-17T05:33
Cancer,Cancer_liver,2018-01-30T11:29
Cancer,Cancer_pancreas,2019-02-18T20:17
Cancer,Cancer_bone,2017-09-29T21:17
Cancer,Cancer_skin,2018-03-05T16:31
Cancer,Cancer_skin,2018-05-10T21:44
Cancer,Cancer_oral,2017-11-09T08:21
Cancer,Cancer_throat,2019-02-24T15:16
Cancer,Cancer_liver,2019-09-18T00:25
Cancer,Cancer_lung,2019-06-27T06:44
Cancer,Cancer_breast,2018-03-23T17:07
Cancer,Cancer_bone,2018-11-10T16:58
Cancer,Cancer_brain,2018-04-15T16:18
Cancer,Cancer_intestinal,2017-04-14T13:09
Cancer,Cancer_stomach,2017-07-03T06:45
Cancer,Cancer_liver,2019-03-20T09:16
Cancer,Cancer_lung,2019-06-24T18:14
Cancer,Cancer_skin,2017-02-04T08:35
MRI,MRI_functional,2019-08-17T01:05
MRI,MRI_cardiac,2018-08-09T19:55
MRI,MRI_MRA,2019-06-28T14:48
MRI,MRI_MRV,2017-09-28T22:41
MRI,MRI_MRV,2019-04-13T23:50
MRI,MRI_MRV,2018-02-05T13:55
MRI,MRI_MRV,2018-08-25T11:45
MRI,MRI_functional,2019-04-30T22:24
MRI,MRI_functional,2018-03-05T13:09
MRI,MRI_MRV,2017-08-29T08:36
MRI,MRI_MRA,2018-02-04T08:32
MRI,MRI_MRA,2018-05-12T21:35
MRI,MRI_MRV,2018-06-25T00:59
MRI,MRI_functional,2018-04-14T17:41
MRI,MRI_MRA,2017-10-09T19:12
MRI,MRI_MRA,2019-09-01T09:46
MRI,MRI_MRA,2019-01-01T19:51
MRI,MRI_functional,2017-11-01T11:49
MRI,MRI_breast,2017-10-05T03:52
MRI,MRI_breast,2017-01-20T20:50
MRI,MRI_MRV,2019-05-12T13:30
MRI,MRI_functional,2018-10-15T11:07
MRI,MRI_MRA,2017-07-02T19:24
MRI,MRI_cardiac,2018-04-25T10:12
MRI,MRI_MRA,2018-05-05T12:10
MRI,MRI_MRA,2018-09-25T11:03
MRI,MRI_breast,2019-04-14T19:05
MRI,MRI_breast,2018-06-03T22:45
MRI,MRI_MRA,2019-08-08T12:57
MRI,MRI_functional,2017-05-27T13:57
MRI,MRI_MRV,2017-10-04T14:06
MRI,MRI_MRA,2019-05-18T11:35
MRI,MRI_functional,2017-01-08T03:22
MRI,MRI_functional,2017-12-22T04:00
MRI,MRI_functional,2018-01-17T20:18
MRI,MRI_MRA,2018-01-06T09:47
MRI,MRI_cardiac,2017-09-30T07:27
MRI,MRI_cardiac,2019-01-01T18:10
MRI,MRI_cardiac,2017-08-08T02:07
MRI,MRI_MRV,2018-07-14T15:34
MRI,MRI_MRV,2018-09-04T13:13
MRI,MRI_cardiac,2017-09-16T00:25
MRI,MRI_functional,2018-04-13T00:58
MRI,MRI_breast,2017-08-08T03:24
MRI,MRI_functional,2019-02-18T18:53
MRI,MRI_cardiac,2018-12-17T01:16
MRI,MRI_breast,2019-09-19T08:32
MRI,MRI_functional,2019-05-23T11:16
MRI,MRI_breast,2017-10-17T18:10
MRI,MRI_breast,2017-08-06T16:41
MRI,MRI_functional,2018-10-03T00:27
MRI,MRI_cardiac,2019-01-24T23:51
MRI,MRI_cardiac,2019-06-29T00:35
MRI,MRI_breast,2018-06-01T21:58
MRI,MRI_breast,2018-11-17T10:18
MRI,MRI_breast,2017-03-01T21:52
MRI,MRI_functional,2019-02-21T01:41
MRI,MRI_functional,2017-05-19T10:09
MRI,MRI_MRV,2018-04-05T21:20
MRI,MRI_functional,2017-09-24T02:16
MRI,MRI_MRV,2018-02-01T22:18
MRI,MRI_cardiac,2017-10-24T06:48
MRI,MRI_cardiac,2019-07-05T14:54
MRI,MRI_breast,2019-04-24T19:35
MRI,MRI_MRA,2019-02-01T17:16
MRI,MRI_breast,2018-01-06T15:47
MRI,MRI_breast,2019-05-05T17:00
MRI,MRI_breast,2019-06-16T22:30
MRI,MRI_MRV,2017-02-08T21:00
MRI,MRI_functional,2018-02-03T22:33
MRI,MRI_MRV,2018-11-29T21:56
MRI,MRI_MRV,2018-04-04T06:14
MRI,MRI_MRA,2018-03-23T08:30
MRI,MRI_cardiac,2018-04-30T11:26
MRI,MRI_functional,2019-04-23T20:01
MRI,MRI_breast,2019-06-01T20:54
MRI,MRI_cardiac,2019-05-11T10:34
MRI,MRI_functional,2019-05-06T04:07
MRI,MRI_MRA,2018-12-03T06:23
MRI,MRI_cardiac,2019-06-29T08:47
MRI,MRI_breast,2018-05-26T10:01
MRI,MRI_MRV,2017-10-26T06:27
MRI,MRI_cardiac,2017-02-28T06:56
MRI,MRI_cardiac,2019-01-11T12:22
MRI,MRI_MRV,2018-08-13T10:15
MRI,MRI_MRV,2019-01-24T10:14
MRI,MRI_cardiac,2017-03-15T19:56
MRI,MRI_MRV,2017-11-09T20:43
MRI,MRI_MRV,2017-05-09T12:28
MRI,MRI_functional,2018-07-18T04:28
MRI,MRI_functional,2019-04-01T05:00
MRI,MRI_MRA,2018-10-14T14:30
MRI,MRI_MRV,2019-01-26T17:10
MRI,MRI_MRV,2017-05-13T12:12
MRI,MRI_cardiac,2017-10-19T12:20
MRI,MRI_functional,2019-09-09T16:46
MRI,MRI_breast,2019-07-04T19:23
MRI,MRI_breast,2017-11-05T03:26
MRI,MRI_functional,2018-07-06T15:38
MRI,MRI_MRV,2018-10-23T15:59
MRI,MRI_breast,2017-09-05T05:01
MRI,MRI_cardiac,2019-07-03T19:44
MRI,MRI_functional,2019-09-01T19:53
MRI,MRI_breast,2018-09-19T23:17
MRI,MRI_cardiac,2017-09-06T09:30
MRI,MRI_MRA,2017-12-07T10:27
MRI,MRI_MRA,2017-07-04T16:00
MRI,MRI_functional,2018-12-02T06:29
MRI,MRI_MRA,2017-07-10T20:24
MRI,MRI_cardiac,2018-05-08T00:15
MRI,MRI_MRA,2019-06-25T23:14
MRI,MRI_breast,2019-09-16T01:02
MRI,MRI_cardiac,2019-01-29T00:31
MRI,MRI_functional,2019-02-19T21:12
MRI,MRI_breast,2018-12-21T15:23
MRI,MRI_cardiac,2018-07-17T08:15
MRI,MRI_functional,2017-11-11T21:32
MRI,MRI_MRV,2019-08-28T17:16
MRI,MRI_functional,2018-04-18T09:09
MRI,MRI_cardiac,2019-09-11T20:38
MRI,MRI_functional,2018-07-25T05:33
MRI,MRI_MRA,2019-07-27T03:56
MRI,MRI_breast,2019-01-08T07:19
MRI,MRI_cardiac,2018-12-02T13:20
MRI,MRI_functional,2018-10-21T09:42
MRI,MRI_cardiac,2017-10-15T05:28
MRI,MRI_breast,2017-02-07T07:04
MRI,MRI_functional,2018-04-17T06:10
MRI,MRI_MRA,2017-01-21T14:00
MRI,MRI_cardiac,2019-08-30T11:48
MRI,MRI_functional,2018-08-05T22:50
MRI,MRI_breast,2019-01-27T21:55
MRI,MRI_MRA,2017-03-15T10:11
MRI,MRI_breast,2018-02-20T05:27
MRI,MRI_breast,2017-04-21T00:03
MRI,MRI_breast,2018-05-25T06:08
MRI,MRI_cardiac,2018-12-22T18:32
MRI,MRI_breast,2019-08-15T02:47
MRI,MRI_functional,2018-11-22T20:01
MRI,MRI_MRA,2017-12-20T05:42
MRI,MRI_MRA,2017-09-29T22:43
MRI,MRI_MRA,2018-07-21T02:27
MRI,MRI_functional,2019-06-14T09:27
MRI,MRI_cardiac,2018-08-02T10:13
MRI,MRI_functional,2017-03-29T18:03
MRI,MRI_cardiac,2019-02-21T16:20
MRI,MRI_functional,2019-07-29T07:34
MRI,MRI_MRV,2018-02-18T05:23
MRI,MRI_MRA,2019-09-26T21:40
MRI,MRI_MRV,2018-11-02T07:39
MRI,MRI_breast,2019-09-08T10:02
MRI,MRI_breast,2018-06-04T07:21
MRI,MRI_functional,2018-11-21T01:58
MRI,MRI_cardiac,2017-01-26T17:29
MRI,MRI_MRA,2019-04-04T01:26
MRI,MRI_functional,2019-05-26T03:02
MRI,MRI_cardiac,2017-06-10T20:18
MRI,MRI_MRA,2017-02-23T01:42
MRI,MRI_cardiac,2018-04-29T10:30
MRI,MRI_MRA,2019-03-17T04:45
MRI,MRI_MRV,2019-05-22T05:18
MRI,MRI_cardiac,2019-09-17T18:22
MRI,MRI_functional,2018-03-28T23:29
MRI,MRI_breast,2019-01-23T19:09
MRI,MRI_MRV,2019-04-27T21:58
MRI,MRI_cardiac,2018-04-14T22:41
MRI,MRI_MRA,2017-10-03T16:45
MRI,MRI_MRV,2019-04-27T18:22
MRI,MRI_cardiac,2019-06-02T04:26
MRI,MRI_MRV,2017-05-08T07:02
MRI,MRI_breast,2017-08-20T11:37
MRI,MRI_MRA,2017-10-03T20:29
MRI,MRI_MRA,2017-06-19T11:50
MRI,MRI_MRV,2017-11-10T16:29
MRI,MRI_breast,2018-08-18T21:17
MRI,MRI_functional,2017-03-02T16:08
MRI,MRI_MRA,2019-04-11T04:52
MRI,MRI_functional,2017-09-16T11:50
MRI,MRI_functional,2017-01-10T22:18
MRI,MRI_breast,2018-06-06T01:36
MRI,MRI_breast,2017-12-09T03:16
MRI,MRI_MRV,2017-12-22T04:51
MRI,MRI_cardiac,2017-05-30T22:46
MRI,MRI_breast,2017-07-09T18:25
MRI,MRI_MRV,2017-01-20T11:33
MRI,MRI_breast,2018-05-20T21:54
MRI,MRI_functional,2019-09-01T19:11
MRI,MRI_MRA,2018-11-08T17:38
MRI,MRI_MRV,2017-10-14T09:23
MRI,MRI_MRA,2018-05-17T21:58
MRI,MRI_MRV,2019-08-07T19:53
MRI,MRI_breast,2019-05-26T07:24
MRI,MRI_MRA,2019-08-28T04:35
MRI,MRI_MRA,2019-03-22T02:29
MRI,MRI_functional,2019-06-21T03:38
MRI,MRI_functional,2017-01-20T04:48
MRI,MRI_functional,2019-08-21T03:05
MRI,MRI_functional,2017-12-01T16:30
MRI,MRI_breast,2017-06-30T03:47
MRI,MRI_MRA,2019-06-29T16:30
MRI,MRI_MRV,2018-09-17T14:30
MRI,MRI_cardiac,2017-09-20T17:38
MRI,MRI_MRV,2017-06-02T02:13
MRI,MRI_MRA,2017-01-15T06:32
MRI,MRI_MRV,2018-09-03T15:10
MRI,MRI_functional,2019-02-19T10:25
MRI,MRI_breast,2017-08-01T07:57
MRI,MRI_cardiac,2018-10-18T00:40
MRI,MRI_cardiac,2019-03-03T01:27
MRI,MRI_functional,2019-07-02T00:52
MRI,MRI_MRV,2017-11-14T18:00
MRI,MRI_MRV,2019-01-01T04:22
MRI,MRI_MRV,2019-05-22T21:34
MRI,MRI_MRV,2019-06-20T10:24
MRI,MRI_MRA,2017-10-21T10:31
MRI,MRI_MRV,2017-04-25T22:46
MRI,MRI_breast,2018-01-02T03:11
MRI,MRI_functional,2019-03-26T07:29
MRI,MRI_breast,2018-10-25T22:17
MRI,MRI_MRV,2017-03-20T23:25
MRI,MRI_cardiac,2017-03-08T05:36
MRI,MRI_MRA,2017-05-28T05:19
MRI,MRI_breast,2018-05-09T13:42
MRI,MRI_cardiac,2019-04-01T10:14
MRI,MRI_breast,2019-02-15T17:43
MRI,MRI_cardiac,2017-12-03T06:31
MRI,MRI_functional,2018-07-13T23:35
MRI,MRI_cardiac,2019-01-25T01:48
MRI,MRI_cardiac,2019-06-02T02:00
MRI,MRI_MRA,2019-05-24T09:47
MRI,MRI_MRA,2018-11-28T09:50
MRI,MRI_breast,2019-01-22T09:25
MRI,MRI_functional,2017-01-20T04:05
MRI,MRI_MRA,2018-05-27T08:05
MRI,MRI_functional,2017-04-24T15:31
MRI,MRI_cardiac,2017-02-21T06:09
MRI,MRI_functional,2019-03-18T16:48
MRI,MRI_breast,2018-08-25T13:30
MRI,MRI_MRA,2018-09-03T10:36
MRI,MRI_MRA,2019-04-26T16:26
MRI,MRI_breast,2019-04-07T12:40
MRI,MRI_MRA,2017-08-09T10:24
MRI,MRI_MRA,2018-03-24T20:31
MRI,MRI_MRA,2018-11-28T17:12
MRI,MRI_MRA,2019-09-25T06:03
MRI,MRI_functional,2018-02-19T20:24
MRI,MRI_MRV,2019-09-29T12:16
MRI,MRI_MRA,2018-11-26T07:14
MRI,MRI_cardiac,2018-11-30T00:13
MRI,MRI_breast,2018-05-05T04:21
MRI,MRI_MRV,2018-01-15T16:46
MRI,MRI_MRV,2019-08-01T06:00
MRI,MRI_functional,2019-09-06T18:56
MRI,MRI_cardiac,2019-07-30T11:28
MRI,MRI_MRV,2019-07-20T15:14
MRI,MRI_breast,2017-06-28T22:39
MRI,MRI_functional,2018-07-08T22:06
MRI,MRI_functional,2017-07-10T02:58
MRI,MRI_MRA,2019-02-26T23:31
MRI,MRI_cardiac,2018-04-05T22:11
MRI,MRI_breast,2019-07-08T09:03
MRI,MRI_functional,2018-07-14T22:46
MRI,MRI_cardiac,2018-08-25T14:03
MRI,MRI_breast,2018-11-20T09:44
MRI,MRI_functional,2017-07-27T11:56
MRI,MRI_functional,2018-10-01T07:40
MRI,MRI_functional,2019-09-20T03:30
MRI,MRI_functional,2018-03-01T18:01
MRI,MRI_MRA,2019-02-24T22:51
MRI,MRI_functional,2017-08-01T09:51
MRI,MRI_MRA,2017-12-27T02:30
MRI,MRI_breast,2019-08-21T23:27
MRI,MRI_functional,2019-06-30T06:07
MRI,MRI_cardiac,2018-12-27T15:26
MRI,MRI_functional,2017-04-07T23:02
MRI,MRI_breast,2017-03-03T08:34
MRI,MRI_breast,2018-08-12T11:47
MRI,MRI_breast,2017-10-09T21:53
MRI,MRI_MRA,2019-06-23T10:50
MRI,MRI_MRA,2019-03-23T21:08
MRI,MRI_functional,2017-02-24T03:11
MRI,MRI_functional,2019-06-22T18:20
MRI,MRI_cardiac,2019-03-05T16:00
MRI,MRI_cardiac,2019-08-21T07:06
MRI,MRI_MRV,2019-01-16T16:20
MRI,MRI_functional,2018-02-06T17:27
MRI,MRI_breast,2019-02-13T17:25
MRI,MRI_MRA,2018-08-20T08:04
MRI,MRI_MRV,2019-01-19T02:11
MRI,MRI_cardiac,2019-04-23T08:48
MRI,MRI_functional,2018-10-06T19:30
MRI,MRI_breast,2017-03-05T00:25
MRI,MRI_MRA,2018-09-09T14:45
